11 (-34.4217,-85.4957,303.436,1.06391e-08)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-29.4221,-111.696,247.835,9.18506e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (16.9331,-129.956,42.7871,4.69754e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-123.278,30.7729,0.719475,4.35028e-09)
-11 (-123.278,30.7729,0.719475,4.35028e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-80.5774,28.9451,-47.4559,3.40271e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (14.9817,29.4449,-17.1187,1.37144e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-31.8863,8.97538,-41.5536,1.92596e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-71.3721,35.1791,-63.7484,3.54518e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-40.0013,32.4749,291.463,9.93026e-09)
310 (0.0618493,0.16045,1.64428,1.12129e-10)
-211 (-6.95587,-3.76915,7.5964,4.54943e-10)
211 (-6.95587,-3.76915,7.5964,4.54943e-10)
22 (0.0843869,0.166547,1.53958,1.12563e-10)
11 (-26.2631,-25.2282,-296.314,1.01226e-08)
22 (0.0843869,0.166547,1.53958,1.12563e-10)
-11 (-10.4676,-15.5305,-35.949,1.51319e-09)
310 (0.0910115,0.174861,1.60919,1.10542e-10)
-211 (7.60163,19.7224,9.49852,8.68223e-10)
211 (7.60163,19.7224,9.49852,8.68223e-10)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (39.0417,-61.3874,-207.074,7.48304e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (14.88,-10.8184,-71.3444,2.62008e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-89.2304,95.9768,59.6847,4.88977e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-3.91769,-1.66283,-28.1491,1.11366e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-4.79363,9.30814,47.15,1.66832e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (18.6668,25.9487,49.337,2.02298e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (113.983,63.4637,142.645,6.51524e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (4.30818,0.284444,4.54307,2.81792e-10)
-11 (4.30818,0.284444,4.54307,2.81792e-10)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-6.5473,34.4332,-288.118,9.84433e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-4.70987,3.8184,-312.218,1.05803e-08)
22 (0.0905336,0.169101,1.60558,1.10322e-10)
11 (-18.4824,-13.7683,-879.115,2.94982e-08)
22 (0.0905473,0.169147,1.60578,1.10315e-10)
-11 (19.7942,60.0696,-307.095,1.06201e-08)
22 (0.0905473,0.169147,1.60578,1.10315e-10)
11 (0.29698,4.29611,-28.1412,1.11209e-09)
-11 (0.29698,4.29611,-28.1412,1.11209e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-36.7789,55.6258,-119.826,4.72995e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-36.5135,34.5745,-62.7486,2.83353e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-119.673,-52.845,-4.96643,4.48457e-09)
22 (0.0905448,0.169141,1.60617,1.1032e-10)
11 (2.75642,-12.4267,46.2593,1.66046e-09)
-11 (2.75642,-12.4267,46.2593,1.66046e-09)
22 (2.76014,-12.4444,46.3221,1.66264e-09)
-11 (4.14168,-19.0873,69.8724,2.48015e-09)
22 (0.0905448,0.169141,1.60617,1.1032e-10)
11 (17.7968,-69.5167,302.095,1.04165e-08)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-20.6107,-20.3545,49.3341,1.97581e-09)
22 (0.0905437,0.169151,1.60607,1.10316e-10)
-11 (-25.3267,52.7786,302.3,1.0328e-08)
22 (0.0905437,0.169151,1.60607,1.10316e-10)
11 (-15.3824,78.749,320.484,1.10773e-08)
-11 (-15.3824,78.749,320.484,1.10773e-08)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (13.6491,126.445,-55.4567,4.75459e-09)
-11 (13.6491,126.445,-55.4567,4.75459e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (2.9609,19.0756,-5.45298,7.90258e-10)
-11 (2.9609,19.0756,-5.45298,7.90258e-10)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-37.4907,34.1687,-37.3531,2.24255e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-129.336,10.0229,155.034,6.81392e-09)
-11 (-129.336,10.0229,155.034,6.81392e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-128.217,-25.6439,-132.908,6.37058e-09)
-11 (-128.217,-25.6439,-132.908,6.37058e-09)
-211 (0.614851,-2.08117,137.897,4.65735e-09)
211 (0.614851,-2.08117,137.897,4.65735e-09)
22 (0.0905437,0.169151,1.60607,1.10316e-10)
11 (-4.03417,4.27216,313.298,1.0509e-08)
22 (0.0905473,0.169147,1.60578,1.10315e-10)
11 (-4.25356,5.16647,-343.016,1.16078e-08)
-11 (-4.25356,5.16647,-343.016,1.16078e-08)
2212 (19.7089,-14.8536,-287.152,9.77985e-09)
211 (19.7089,-14.8536,-287.152,9.77985e-09)
-211 (19.7089,-14.8536,-287.152,9.77985e-09)
22 (0.0905336,0.169101,1.60558,1.10322e-10)
11 (-15.8806,-41.0092,-308.012,1.05426e-08)
-11 (-15.8806,-41.0092,-308.012,1.05426e-08)
22 (0.0905336,0.169101,1.60558,1.10322e-10)
11 (-4.61739,-22.0035,-151.225,5.26396e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-1.45993,-45.2123,-301.837,1.03448e-08)
-11 (-1.45993,-45.2123,-301.837,1.03448e-08)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-4.69944,-30.4079,-230.065,7.90667e-09)
-11 (-4.69944,-30.4079,-230.065,7.90667e-09)
22 (-4.69944,-30.4079,-230.065,7.90667e-09)
11 (-5.51678,-37.8359,-285.978,9.78834e-09)
22 (-4.69944,-30.4079,-230.065,7.90667e-09)
-11 (-5.51021,-37.6302,-284.412,9.73566e-09)
22 (0.0905248,0.169251,1.60541,1.10328e-10)
11 (-3.76726,19.1348,-86.2988,3.11272e-09)
-11 (-3.76726,19.1348,-86.2988,3.11272e-09)
22 (-3.76726,19.1348,-86.2988,3.11272e-09)
11 (-19.064,62.9006,-298.093,1.03453e-08)
-11 (-19.064,62.9006,-298.093,1.03453e-08)
22 (0.0905248,0.169251,1.60541,1.10328e-10)
11 (-16.6563,58.3595,-296.638,1.02616e-08)
-11 (-16.6563,58.3595,-296.638,1.02616e-08)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-13.4177,41.6879,-270.423,9.30036e-09)
211 (-40.4809,-1.99646,-298.099,1.02073e-08)
-211 (-40.4809,-1.99646,-298.099,1.02073e-08)
-211 (-40.4809,-1.99646,-298.099,1.02073e-08)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-8.80689,23.0117,-33.1832,1.52991e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-21.518,-26.3895,-70.4011,2.76991e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (-30.0952,21.9166,56.0894,2.31097e-09)
-211 (0.0905488,0.169146,1.60591,1.10311e-10)
-211 (3.52142,-0.134071,217.83,7.36647e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
-11 (-70.7203,-108.384,-26.9904,4.53752e-09)
22 (0.0905488,0.169146,1.60591,1.10311e-10)
11 (6.41945,-3.0373,-2.54323,3.84466e-10)
22 (0.0905442,0.169137,1.60668,1.10337e-10)
-11 (0.599035,-4.65604,312.594,1.0485e-08)
22 (0.0906224,0.169091,1.60629,1.10324e-10)
11 (55.6712,-46.5351,302.594,1.04381e-08)
-11 (55.6712,-46.5351,302.594,1.04381e-08)
22 (0.0906224,0.169091,1.60629,1.10324e-10)
11 (64.653,-40.2017,319.496,1.1014e-08)
-11 (64.653,-40.2017,319.496,1.1014e-08)
-211 (-4.38002,-31.7977,145.42,5.06786e-09)
211 (-4.38002,-31.7977,145.42,5.06786e-09)
211 (-4.58182,-33.926,299.206,1.02894e-08)
-211 (-9.68259,-12.9193,46.8455,1.72426e-09)
